Tweet,Sentiment,cleaned
"RT @ApstFortune: So funny! He can't find his Balls 😅🤣😂

Pls follow: @ApstFortune

#ReadAcrossAmericaDay      #on_the_street     #sexlife…",positive,RT ApstFortune funny cant find Balls Pls follow ApstFortune ReadAcrossAmericaDay onthestreet sexlife
"@FirstPapasam @inecnigeria chairman should step outside and face investigating panels....

He committed treason.....

#INECElectionResult 
#INECIsCorrupt 
#INECFailedNigerians 

Revolution must start in judiciary",neutral,FirstPapasam inecnigeria chairman step outside face investigating panels committed treason INECElectionResult INECIsCorrupt INECFailedNigerians Revolution must start judiciary
"RT @ApstFortune: So funny! He can't find his Balls 😅🤣😂

Pls follow: @ApstFortune

#ReadAcrossAmericaDay      #on_the_street     #sexlife…",positive,RT ApstFortune funny cant find Balls Pls follow ApstFortune ReadAcrossAmericaDay onthestreet sexlife
RT @seniorman_peter: Results so far #INECElectionResult #electionresult2023 #electionresult2023 #INECElectionResult #CongratulationsObidatt…,positive,RT seniormanpeter Results far INECElectionResult electionresult2023 electionresult2023 INECElectionResult CongratulationsObidatt
"RT @ObiDientTvHQ: On our tops stories this morning 
How we undo ourselves 
Inside story of how INEC plotted to glitch on the BVAS ahead of…",neutral,RT ObiDientTvHQ tops stories morning undo Inside story INEC plotted glitch BVAS ahead
This video dey kill me 😹😹😹😹 #INECElectionResult #InternationalWomensDay #NigeriaDecide2023 https://t.co/KDbVJn6WBL,neutral,video dey kill INECElectionResult InternationalWomensDay NigeriaDecide2023
"RT @OgaUch3Str33tz: Gov. Sanwo Olu doing the common person challenge #lagoselection2023 
#INECElectionResult https://t.co/mzZIlWDtmJ",negative,RT OgaUch3Str33tz Gov Sanwo Olu common person challenge lagoselection2023 INECElectionResult
"Gov. Sanwo Olu doing the common person challenge #lagoselection2023 
#INECElectionResult https://t.co/mzZIlWDtmJ",negative,Gov Sanwo Olu common person challenge lagoselection2023 INECElectionResult
"RT @ApstFortune: So funny! He can't find his Balls 😅🤣😂

Pls follow: @ApstFortune

#ReadAcrossAmericaDay      #on_the_street     #sexlife…",positive,RT ApstFortune funny cant find Balls Pls follow ApstFortune ReadAcrossAmericaDay onthestreet sexlife
"RT @chukwumachrist6: Dear @GRVlagos, the election has been postponed, work harder with good strategists like @Morris_Monye and some other p…",positive,RT chukwumachrist6 Dear GRVlagos election postponed work harder good strategists like MorrisMonye p
"RT @ObiDientTvHQ: On our tops stories this morning 
How we undo ourselves 
Inside story of how INEC plotted to glitch on the BVAS ahead of…",neutral,RT ObiDientTvHQ tops stories morning undo Inside story INEC plotted glitch BVAS ahead
"RT @rockrubber: @HisKnowledgeabl @inecnigeria chairman should step outside and face investigating panels....

He committed treason.....

#I…",neutral,RT rockrubber HisKnowledgeabl inecnigeria chairman step outside face investigating panels committed treason
"RT @rockrubber: @Umesonny @SuleHassanA @inecnigeria chairman should step outside and face investigating panels....

He committed treason...…",neutral,RT rockrubber Umesonny SuleHassanA inecnigeria chairman step outside face investigating panels committed treason
"RT @ObiDientTvHQ: INEC don't destroy Nigeria 
INEC do the right thing
INEC save our legacy 
.
#INECFailedNigerians 
#INECElectionResult htt…",positive,RT ObiDientTvHQ INEC dont destroy Nigeria INEC right thing INEC save legacy INECFailedNigerians INECElectionResult htt
"When she says you hear from my lawyer,  I'm the lawyer she's talking about. #InternationalWomensDay #INECElectionResult #Judiciary #PeterObiIsComing #tinubuisnotcoming https://t.co/th0puACQYb",neutral,says hear lawyer Im lawyer shes talking InternationalWomensDay INECElectionResult Judiciary PeterObiIsComing tinubuisnotcoming
"RT @rockrubber: @HisKnowledgeabl @inecnigeria chairman should step outside and face investigating panels....

He committed treason.....

#I…",neutral,RT rockrubber HisKnowledgeabl inecnigeria chairman step outside face investigating panels committed treason
"#19years Appeal court BREAKING NEWS
#INECElectionResult https://t.co/jddf52Yfic",neutral,19years Appeal court BREAKING NEWS INECElectionResult
"RT @rockrubber: @HisKnowledgeabl @inecnigeria chairman should step outside and face investigating panels....

He committed treason.....

#I…",neutral,RT rockrubber HisKnowledgeabl inecnigeria chairman step outside face investigating panels committed treason
"RT @ObiDientTvHQ: INEC don't destroy Nigeria 
INEC do the right thing
INEC save our legacy 
.
#INECFailedNigerians 
#INECElectionResult htt…",positive,RT ObiDientTvHQ INEC dont destroy Nigeria INEC right thing INEC save legacy INECFailedNigerians INECElectionResult htt
"RT @rockrubber: @Ozoadaz @Victorsmog4 @inecnigeria chairman should step outside and face investigating panels....

He committed treason....…",neutral,RT rockrubber Ozoadaz Victorsmog4 inecnigeria chairman step outside face investigating panels committed treason
"RT @FJ20257: LoL 😂😂 

#tiktokdown ""obey Court order""
#INECElectionResult  #19 #PeterObi  #SAN https://t.co/sZ3RGKNHZv",positive,RT FJ20257 LoL tiktokdown obey Court order INECElectionResult 19 PeterObi SAN
"@Ozoadaz @Victorsmog4 @inecnigeria chairman should step outside and face investigating panels....

He committed treason.....

#INECElectionResult 
#INECIsCorrupt 
#INECFailedNigerians 

Revolution must start in judiciary",neutral,Ozoadaz Victorsmog4 inecnigeria chairman step outside face investigating panels committed treason INECElectionResult INECIsCorrupt INECFailedNigerians Revolution must start judiciary
"@ObiEverything @inecnigeria chairman should step outside and face investigating panels....

He committed treason.....

#INECElectionResult 
#INECIsCorrupt 
#INECFailedNigerians 

Revolution must start in judiciary",neutral,ObiEverything inecnigeria chairman step outside face investigating panels committed treason INECElectionResult INECIsCorrupt INECFailedNigerians Revolution must start judiciary
"RT @ApstFortune: So funny! He can't find his Balls 😅🤣😂

Pls follow: @ApstFortune

#ReadAcrossAmericaDay      #on_the_street     #sexlife…",positive,RT ApstFortune funny cant find Balls Pls follow ApstFortune ReadAcrossAmericaDay onthestreet sexlife
"@Umesonny @SuleHassanA @inecnigeria chairman should step outside and face investigating panels....

He committed treason.....

#INECElectionResult 
#INECIsCorrupt 
#INECFailedNigerians 

Revolution must start in judiciary",neutral,Umesonny SuleHassanA inecnigeria chairman step outside face investigating panels committed treason INECElectionResult INECIsCorrupt INECFailedNigerians Revolution must start judiciary
"@Princeujay @inecnigeria chairman should step outside and face investigating panels....

He committed treason.....

#INECElectionResult 
#INECIsCorrupt 
#INECFailedNigerians 

Revolution must start in judiciary",neutral,Princeujay inecnigeria chairman step outside face investigating panels committed treason INECElectionResult INECIsCorrupt INECFailedNigerians Revolution must start judiciary
"@HisKnowledgeabl @inecnigeria chairman should step outside and face investigating panels....

He committed treason.....

#INECElectionResult 
#INECIsCorrupt 
#INECFailedNigerians 

Revolution must start in judiciary",neutral,HisKnowledgeabl inecnigeria chairman step outside face investigating panels committed treason INECElectionResult INECIsCorrupt INECFailedNigerians Revolution must start judiciary
"@HisKnowledgeabl @inecnigeria chairman should step outside and face investigating panels....

He committed treason.....

#INECElectionResult 
#INECIsCorrupt 
#INECFailedNigerians 

Revolution must start in judiciary",neutral,HisKnowledgeabl inecnigeria chairman step outside face investigating panels committed treason INECElectionResult INECIsCorrupt INECFailedNigerians Revolution must start judiciary
"@inecnigeria @inecnigeria chairman should step outside and face investigating panels....

He committed treason.....

#INECElectionResult 
#INECIsCorrupt 
#INECFailedNigerians 

Revolution must start in judiciary",neutral,inecnigeria inecnigeria chairman step outside face investigating panels committed treason INECElectionResult INECIsCorrupt INECFailedNigerians Revolution must start judiciary
"@instablog9ja @inecnigeria chairman should step outside and face investigating panels....

He committed treason.....

#INECElectionResult 
#INECIsCorrupt 
#INECFailedNigerians 

Revolution must start in judiciary",neutral,instablog9ja inecnigeria chairman step outside face investigating panels committed treason INECElectionResult INECIsCorrupt INECFailedNigerians Revolution must start judiciary
"@Ellacious_berry @SuleHassanA @inecnigeria chairman should step outside and face investigating panels....

He committed treason.....

#INECElectionResult 
#INECIsCorrupt 
#INECFailedNigerians 

Revolution must start in judiciary",neutral,Ellaciousberry SuleHassanA inecnigeria chairman step outside face investigating panels committed treason INECElectionResult INECIsCorrupt INECFailedNigerians Revolution must start judiciary
"@instablog9ja @inecnigeria chairman should step outside and face investigating panels....

He committed treason.....

#INECElectionResult 
#INECIsCorrupt 
#INECFailedNigerians 

Revolution must start in judiciary",neutral,instablog9ja inecnigeria chairman step outside face investigating panels committed treason INECElectionResult INECIsCorrupt INECFailedNigerians Revolution must start judiciary
"@ObiEverything @inecnigeria chairman should step outside and face investigating panels....

He committed treason.....

#INECElectionResult 
#INECIsCorrupt 
#INECFailedNigerians 

Revolution must start in judiciary",neutral,ObiEverything inecnigeria chairman step outside face investigating panels committed treason INECElectionResult INECIsCorrupt INECFailedNigerians Revolution must start judiciary
"@FS_Yusuf_ @inecnigeria chairman should step outside and face investigating panels....

He committed treason.....

#INECElectionResult 
#INECIsCorrupt 
#INECFailedNigerians 

Revolution must start in judiciary",neutral,FSYusuf inecnigeria chairman step outside face investigating panels committed treason INECElectionResult INECIsCorrupt INECFailedNigerians Revolution must start judiciary
"@AishaYesufu @prestysam @inecnigeria chairman should step outside and face investigating panels....

He committed treason.....

#INECElectionResult 
#INECIsCorrupt 
#INECFailedNigerians 

Revolution must start in judiciary",neutral,AishaYesufu prestysam inecnigeria chairman step outside face investigating panels committed treason INECElectionResult INECIsCorrupt INECFailedNigerians Revolution must start judiciary
"@ObiEverything @inecnigeria chairman should step outside and face investigating panels....

He committed treason.....

#INECElectionResult 
#INECIsCorrupt 
#INECFailedNigerians 

Revolution must start in judiciary",neutral,ObiEverything inecnigeria chairman step outside face investigating panels committed treason INECElectionResult INECIsCorrupt INECFailedNigerians Revolution must start judiciary
"RT @firstladyshipPA: shows over voting.. it shows 552 accredited voters.. PDP - 348, APC - 175, LP - 0..  #INECElectionResult #INECIsCorrup…",neutral,RT firstladyshipPA shows voting shows 552 accredited voters PDP 348 APC 175 LP 0 INECElectionResult INECIsCorrup
"@ObiEverything @inecnigeria chairman should step outside and face investigating panels....

He committed treason.....

#INECElectionResult 
#INECIsCorrupt 
#INECFailedNigerians",neutral,ObiEverything inecnigeria chairman step outside face investigating panels committed treason INECElectionResult INECIsCorrupt INECFailedNigerians
"@Justice_E_P_A @inecnigeria chairman should step outside and face investigating panels....

He committed treason.....

#INECElectionResult 
#INECIsCorrupt 
#INECFailedNigerians",neutral,JusticeEPA inecnigeria chairman step outside face investigating panels committed treason INECElectionResult INECIsCorrupt INECFailedNigerians
"@inecnigeria chairman should step outside and face investigating panels....

He committed treason.....

#INECElectionResult 
#INECIsCorrupt 
#INECFailedNigerians",neutral,inecnigeria chairman step outside face investigating panels committed treason INECElectionResult INECIsCorrupt INECFailedNigerians
"RT @FJ20257: LoL 😂😂 

#tiktokdown ""obey Court order""
#INECElectionResult  #19 #PeterObi  #SAN https://t.co/sZ3RGKNHZv",positive,RT FJ20257 LoL tiktokdown obey Court order INECElectionResult 19 PeterObi SAN
"RT @Kingndusmith: TO WHOM IT MAY CONCERN SanwoOlu @jidesanwoolu
 warn Ur APC tugs O! U &amp; Ur people have pushed igbos too much O!To all BATs…",positive,RT Kingndusmith MAY CONCERN SanwoOlu jidesanwoolu warn Ur APC tugs U amp Ur people pushed igbos much OTo BATs
"RT @oluwaloninyo: Do the gubernatorial elections become immediately void, if results are not transmitted from polling units unto the INEC s…",neutral,RT oluwaloninyo gubernatorial elections become immediately void results transmitted polling units unto INEC
"RT @FJ20257: LoL 😂😂 

#tiktokdown ""obey Court order""
#INECElectionResult  #19 #PeterObi  #SAN https://t.co/sZ3RGKNHZv",positive,RT FJ20257 LoL tiktokdown obey Court order INECElectionResult 19 PeterObi SAN
